Products,Products,Products,,,,Products
Name,Description,Category,GST,Rent,Purchase Price,Qty
BHN-38/40,Brown/ Gold brocade,Bharathanattyam,5,630.00,3200.00,1
BHN-38/39,Cotton Majenta/ Green,Bharathanattyam,5,630.00,3200.00,1
BHN-38/38,Dark orange/ Merroon,Bharathanattyam,5,630.00,3200.00,1
BHN-38/37,Dark Green/ Pink,Bharathanattyam,5,580.00,2500.00,1
BHN-38/36,Dark green/ Pink,Bharathanattyam,5,580.00,2500.00,1
BHN-38/35,Yellow/ Green red,Bharathanattyam,5,580.00,2500.00,1
BHN-38/33,Violet/ Dark Orange,Bharathanattyam,5,630.00,3200.00,1
BHN-38/32,Dark Green/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-38/31,Blue/ Majenta,Bharathanattyam,5,630.00,3200.00,1
BHN-38/30,Blue/ Majenta,Bharathanattyam,5,630.00,3200.00,1
BHN-38/29,Red/ green (Merroon),Bharathanattyam,5,630.00,3200.00,1
BHN-38/28,Orange/ Yellow Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-38/27,Majenta/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-38/26,Kilipacaha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-38/24,Yellow/ Blue Brocade,Bharathanattyam,5,580.00,2500.00,1
BHN-38/23,Yellow/ Blue Brocade,Bharathanattyam,5,580.00,2500.00,1
BHN-38/22,Militry Green/ Merroon,Bharathanattyam,5,530.00,2500.00,1
BHN-38/21,Orange/ Green,Bharathanattyam,5,530.00,2500.00,1
BHN-38/20,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-38/19,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-38/18,Vadamally/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-38/17,Kunguma Color/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-38/16,Orange/ Majenta,Bharathanattyam,5,470.00,2500.00,1
BHN-38/15,Peacock Green,Bharathanattyam,5,530.00,2500.00,1
BHN-38/13,Merroon,Bharathanattyam,5,530.00,2500.00,1
BHN-38/12,Mehandi/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-38/11,Green/ Dark Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-38/10,Vadamally/ Yellow,Bharathanattyam,5,530.00,2500.00,1
BHN-38/9,Peacock Blue/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-38/6,Blue/ Light Green,Bharathanattyam,5,530.00,2500.00,1
BHN-38/5,Violet Pink/ Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-38/4,Red/ Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-38/3,Violet/ Gold,Bharathanattyam,5,420.00,2500.00,1
BHN-38/2,Coffee Brown/ Orange,Bharathanattyam,5,420.00,2500.00,1
BHN-38/1,Yellow/ Green Check,Bharathanattyam,5,420.00,2500.00,1
BHN-37/4,Yellow/ Blue Brocade,Bharathanattyam,5,580.00,2500.00,1
BHN-37/1,Blue/ Red,Bharathanattyam,5,750.00,3200.00,1
BHN-36/53,Orange/ Red,Bharathanattyam,5,750.00,3200.00,1
BHN-36/52,Red/ Green Brocade,Bharathanattyam,5,750.00,3200.00,1
BHN-36/51,Purple/ Pink,Bharathanattyam,5,750.00,3200.00,1
BHN-36/50,Black/ Pink,Bharathanattyam,5,750.00,3200.00,1
BHN-36/49,Black/ Pink,Bharathanattyam,5,750.00,3200.00,1
BHN-36/48,Yellow/ Multi,Bharathanattyam,5,750.00,3200.00,1
BHN-36/47,Brown/ Pink,Bharathanattyam,5,750.00,3200.00,1
BHN-36/46,Black/ Red,Bharathanattyam,5,750.00,3200.00,1
BHN-36/45,Orange/ red,Bharathanattyam,5,680.00,3200.00,1
BHN-36/44,Black/ Red,Bharathanattyam,5,680.00,3200.00,1
BHN-36/43,Yellow/ Blue Brocade,Bharathanattyam,5,680.00,3200.00,1
BHN-36/42,Dark Orange/ Green,Bharathanattyam,5,680.00,3200.00,1
BHN-36/41,Dark Green/ Pink,Bharathanattyam,5,680.00,3200.00,1
BHN-36/40,Dark Green/ Pink,Bharathanattyam,5,680.00,3200.00,1
BHN-36/39,Red/ Green,Bharathanattyam,5,680.00,3200.00,1
BHN-36/38,Vadamally/ Navy Blue,Bharathanattyam,5,680.00,3200.00,1
BHN-36/37,Vadamally/ Navy Blue,Bharathanattyam,5,680.00,3200.00,1
BHN-36/36,Violet/ Dark Orange,Bharathanattyam,5,680.00,3200.00,1
BHN-36/35,Dark Green/ Pink,Bharathanattyam,5,680.00,3200.00,1
BHN-36/33,Red/ Green,Bharathanattyam,5,630.00,3200.00,1
BHN-36/32,Red/ Gold,Bharathanattyam,5,580.00,2500.00,1
BHN-36/31,Navy Blue/ Green,Bharathanattyam,5,530.00,2500.00,1
BHN-36/30,Peacock Green/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-36/29,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-36/28,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-36/27,Peacock Blue/ Vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-36/26,Blue/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-36/25,Yellow/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-36/24,Red/Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-36/23,Red/Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-36/22,Red/ Orange,Bharathanattyam,5,580.00,2500.00,1
BHN-36/21,Merroon/ Vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-36/20,Vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-36/19,Copper sulphate blue/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-36/18,Blue/ Merroon,Bharathanattyam,5,530.00,2500.00,1
BHN-36/17,Blue/ Green,Bharathanattyam,5,530.00,2500.00,1
BHN-36/15,Green/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-36/13,Orange/ Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-36/12,Orange/ Majenta,Bharathanattyam,5,420.00,2500.00,1
BHN-36/11,Red Saree,Bharathanattyam,5,420.00,2500.00,1
BHN-36/10,Wine/ Mustard,Bharathanattyam,5,420.00,2500.00,1
BHN-36/8,Cream/ red,Bharathanattyam,5,530.00,2500.00,1
BHN-36/7,Green/ Mustard,Bharathanattyam,5,530.00,2500.00,1
BHN-36/6,Cream/ red,Bharathanattyam,5,530.00,2500.00,1
BHN-36/4,Peacock/ Orange,Bharathanattyam,5,470.00,2500.00,1
BHN-36/3,Violet/ Pink,Bharathanattyam,5,470.00,2500.00,1
BHN-36/2,Majenta/ Surf Blue,Bharathanattyam,5,420.00,2500.00,1
BHN-36/1,Yellow/ Dark Green,Bharathanattyam,5,420.00,2500.00,1
BHN-35/5,Yellow / Pink,Bharathanattyam,5,680.00,3200.00,1
BHN-35/4,Mustard Yellow/ Violet,Bharathanattyam,5,680.00,3200.00,1
BHN-35/3,Grape Wine/ Peacock Green,Bharathanattyam,5,630.00,3200.00,1
BHN-35/2,Blue/ Dark Orange,Bharathanattyam,5,630.00,3200.00,1
BHN-35/1,Yellow/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/33,Dark Pink/ Sky Blue(saree model),Bharathanattyam,5,680.00,3200.00,1
BHN-34/32,Kilipacha/ Dark Blue,Bharathanattyam,5,680.00,3200.00,1
BHN-34/31,Purple/ Dark Orange,Bharathanattyam,5,680.00,3200.00,1
BHN-34/30,Mango Yellow/ Green,Bharathanattyam,5,680.00,3200.00,1
BHN-34/29,Peacock Blue/ Majenta,Bharathanattyam,5,630.00,3200.00,1
BHN-34/28,Black/ Red,Bharathanattyam,5,630.00,3200.00,1
BHN-34/27,Green/ Yellow,Bharathanattyam,5,630.00,3200.00,1
BHN-34/26,Red/ Parrot Green,Bharathanattyam,5,530.00,2500.00,1
BHN-34/24,Dark Green/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-34/23,Yellow/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/21,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-34/20,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-34/19,Yellow / Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/18,Red/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/17,Dark Green/ Red,Bharathanattyam,5,530.00,2500.00,1
BHN-34/16,Copper sulphate blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/15,Orange/ Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-34/13,Blue/ Red,Bharathanattyam,5,530.00,2500.00,1
BHN-34/12,Orange/ Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-34/11,Violet/ vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-34/9,Red,Bharathanattyam,5,530.00,2500.00,1
BHN-34/8,Red/ Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-34/7,Peacock Green/ Vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-34/6,Wine/ Pink,Bharathanattyam,5,470.00,2500.00,1
BHN-34/5,Vadamally/Sky blue,Bharathanattyam,5,470.00,2500.00,1
BHN-34/4,Pink/Violet,Bharathanattyam,5,470.00,2500.00,1
BHN-34/3,Red/Kilipacha,Bharathanattyam,5,470.00,2500.00,1
BHN-34/2,Yellow check/ Green,Bharathanattyam,5,470.00,2500.00,1
BHN-34/1,Orange/Black,Bharathanattyam,5,470.00,2500.00,1
BHN-32/26,Peach/Green,Bharathanattyam,5,1260.00,3500.00,1
BHN-32/25,Pista Green/ Pink,Bharathanattyam,5,680.00,3200.00,1
BHN-32/24,Mango Yellow/ Violet,Bharathanattyam,5,680.00,3200.00,1
BHN-32/23,Dark Green/ Pink,Bharathanattyam,5,630.00,3200.00,1
BHN-32/22,Vadamally/ Blue,Bharathanattyam,5,630.00,3200.00,1
BHN-32/21,Black/ Red,Bharathanattyam,5,630.00,3200.00,1
BHN-32/20,Red/ Parrot green,Bharathanattyam,5,580.00,2500.00,1
BHN-32/19,Pista Green/ Pink,Bharathanattyam,5,580.00,2500.00,1
BHN-32/18,Dark Green/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-32/16,Green/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-32/15,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-32/14,Kilipacha/ Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-32/12,Pista Green/Blue,Bharathanattyam,5,470.00,2500.00,1
BHN-32/11,Blue/ Red,Bharathanattyam,5,470.00,2500.00,1
BHN-32/10,Orange / Majenta,Bharathanattyam,5,470.00,2500.00,1
BHN-32/8,Coffee Brown/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-32/6,Pink/Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-32/5,Mango Yellow/ Violet,Bharathanattyam,5,530.00,2500.00,1
BHN-32/4,Surf Blue/ Violet,Bharathanattyam,5,530.00,2500.00,1
BHN-32/3,Blue/Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-32/2,Yellow/Dark Green,Bharathanattyam,5,530.00,2500.00,1
BHN-32/1,Blue/Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-30/12,Red/Green,Bharathanattyam,5,530.00,2500.00,1
BHN-30/11,Pista Green/Red,Bharathanattyam,5,530.00,2500.00,1
BHN-30/10,Mango Yellow/Majenta Green,Bharathanattyam,5,530.00,2500.00,1
BHN-30/9,Green/Marroon,Bharathanattyam,5,530.00,2500.00,1
BHN-30/8,Green/Violet,Bharathanattyam,5,530.00,2500.00,1
BHN-30/7,Light Blue/Purple,Bharathanattyam,5,530.00,2500.00,1
BHN-30/5,Skyblue/Light Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-30/4,Orange/Black,Bharathanattyam,5,530.00,2500.00,1
BHN-30/3,Vadamayy/ Green,Bharathanattyam,5,530.00,2500.00,1
BHN-30/1,Coffee/Pink,Bharathanattyam,5,470.00,2500.00,1
BHN-28/13,Kilipacha/Red,Bharathanattyam,5,530.00,2500.00,1
BHN-28/12,Dark Orange/Light Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-28/11,Green/Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-28/10,Purple/Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-28/9,Red/Blue,Bharathanattyam,5,530.00,2500.00,1
BHN-28/8,Orange/Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-28/7,Orange/Majenta,Bharathanattyam,5,530.00,2500.00,1
BHN-28/6,Green/Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-28/5,Blue/Red,Bharathanattyam,5,530.00,2500.00,1
BHN-28/4,Blue/Light Green,Bharathanattyam,5,530.00,2500.00,1
BHN-28/3,Blue/Yellow,Bharathanattyam,5,470.00,2500.00,1
BHN-28/2,Dark Green/Golden yellow,Bharathanattyam,5,470.00,2500.00,1
BHN-28/1,Coffe brown/Orange,Bharathanattyam,5,470.00,2500.00,1
BHN-26/9,Green/Violet,Bharathanattyam,5,530.00,2500.00,1
BHN-26/8,Vadamally/Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-26/7,Blue/Gold,Bharathanattyam,5,530.00,2500.00,1
BHN-26/6,Red/Green,Bharathanattyam,5,530.00,2500.00,1
BHN-26/5,Brown/yellow,Bharathanattyam,5,530.00,2500.00,1
BHN-26/4,Orange/Vadamally,Bharathanattyam,5,530.00,2500.00,1
BHN-26/3,Peacock Green/Dark Orange,Bharathanattyam,5,470.00,2500.00,1
BHN-26/2,Skyblue/Red,Bharathanattyam,5,470.00,2500.00,1
BHN-26/1,Violet/Dark Orange,Bharathanattyam,5,470.00,2500.00,1
BHN-24/10,Blue/Kilipacha,Bharathanattyam,5,530.00,2500.00,1
BHN-24/9,Violet/Kilipacha,Bharathanattyam,5,530.00,2500.00,1
BHN-24/8,Blue/Dark Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-24/7,Green/Red,Bharathanattyam,5,530.00,2500.00,1
BHN-24/6,Blue/red,Bharathanattyam,5,530.00,2500.00,1
BHN-24/5,Green/Pink,Bharathanattyam,5,530.00,2500.00,1
BHN-24/4,Orange/Brown,Bharathanattyam,5,530.00,2500.00,1
BHN-24/3,Violet/ Orange,Bharathanattyam,5,530.00,2500.00,1
BHN-24/2,Orange/Green,Bharathanattyam,5,470.00,2500.00,1
BHN-24/1,Blue/Pink,Bharathanattyam,5,470.00,2500.00,1
